Permutation #,ApacheHVAC File (ASP),Roof Area (m2),External Wall Area (m2),Window Area (m2),Floor Area (m2),Weather File,HDD (Base 18C),CDD (Base 18C),Annual Mean Humidity Ratio (kg/kg),Average Relative Humidity (%),External Wall Construction U Values (W/m2.K),External Window Construction U Values (W/m2.K),Roof Construction U Values (W/m2.K),Actual Infiltration Rate @ 5Pa (L/(s/m2.facade)),EUI (Total) (kWh/m²),EUI (Electricity) (kWh/m²),EUI (Gas) (kWh/m²),Interior lighting (kWh/m²),Space heating (gas) (kWh/m²),Space heating (elec) (kWh/m²),Space cooling (kWh/m²),Pumps (kWh/m²),Fans interior (kWh/m²),Heat Rejection (kWh/m²),DHW heating (gas) (kWh/m²),DHW heating (elec) (kWh/m²),Receptacle equipment (kWh/m²),Elevators escalators (kWh/m²),TEDI
2171,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.2024,2.0935,0.0931,0.65,423.44,423.44,0,12.2,0,299.81,0,0,50.25,0,0,41.78,14.49,4.91,299.81
2172,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.2024,2.0935,0.0931,0.65,266.04,266.04,0,12.2,0,159.59,0,0,33.07,0,0,41.78,14.49,4.91,159.59
2173,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.1835,2.0935,0.0931,0.65,433.38,433.38,0,12.21,0,304.33,0,0,56.14,0,0,41.29,14.49,4.91,304.33
2174,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.1835,2.0935,0.0931,0.65,434.1,434.1,0,12.2,0,306.2,0,0,54.52,0,0,41.78,14.49,4.91,306.2
2175,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.1835,2.0935,0.0931,0.65,370.8,370.8,0,12.21,0,247.22,0,0,50.67,0,0,41.29,14.49,4.91,247.22
2176,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.1835,2.0935,0.0931,0.65,387.35,387.35,0,12.2,0,263.33,0,0,51.04,0,0,41.38,14.49,4.91,263.33
2177,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.1835,2.0935,0.0931,0.65,261.51,261.51,0,12.21,0,153.38,0,0,34.91,0,0,41.6,14.49,4.91,153.38
2178,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.1835,2.0935,0.0931,0.65,245.94,245.94,0,12.21,0,139.53,0,0,33.5,0,0,41.29,14.49,4.91,139.53
2179,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.1835,2.0935,0.0931,0.65,374.62,374.62,0,12.2,0,255.17,0,0,46.07,0,0,41.78,14.49,4.91,255.17
2180,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.1835,2.0935,0.0931,0.65,279.13,279.13,0,12.21,0,172.72,0,0,33.5,0,0,41.29,14.49,4.91,172.72
2181,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.1835,2.0935,0.0931,0.65,420.16,420.16,0,12.2,0,296.85,0,0,49.93,0,0,41.78,14.49,4.91,296.85
2182,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.1835,2.0935,0.0931,0.65,264.07,264.07,0,12.2,0,157.78,0,0,32.9,0,0,41.78,14.49,4.91,157.78
2183,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.1572,2.0935,0.0931,0.65,428.59,428.59,0,12.21,0,300.07,0,0,55.61,0,0,41.29,14.49,4.91,300.07
2184,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.1572,2.0935,0.0931,0.65,429.16,429.16,0,12.2,0,301.78,0,0,54,0,0,41.78,14.49,4.91,301.78
2185,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.1572,2.0935,0.0931,0.65,366.66,366.66,0,12.21,0,243.55,0,0,50.21,0,0,41.29,14.49,4.91,243.55
2186,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.1572,2.0935,0.0931,0.65,383.15,383.15,0,12.2,0,259.59,0,0,50.57,0,0,41.38,14.49,4.91,259.59
2187,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.1572,2.0935,0.0931,0.65,258.86,258.86,0,12.21,0,151,0,0,34.65,0,0,41.6,14.49,4.91,151
2188,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.1572,2.0935,0.0931,0.65,243.49,243.49,0,12.21,0,137.33,0,0,33.25,0,0,41.29,14.49,4.91,137.33
2189,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.1572,2.0935,0.0931,0.65,370.48,370.48,0,12.2,0,251.44,0,0,45.66,0,0,41.78,14.49,4.91,251.44
2190,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.1572,2.0935,0.0931,0.65,276.23,276.23,0,12.21,0,170.07,0,0,33.25,0,0,41.29,14.49,4.91,170.07
2191,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.1572,2.0935,0.0931,0.65,415.54,415.54,0,12.2,0,292.68,0,0,49.47,0,0,41.78,14.49,4.91,292.68
2192,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.1572,2.0935,0.0931,0.65,261.37,261.37,0,12.2,0,155.32,0,0,32.66,0,0,41.78,14.49,4.91,155.32
2193,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.1236,2.0935,0.0931,0.65,422.64,422.64,0,12.21,0,294.81,0,0,54.93,0,0,41.29,14.49,4.91,294.81
2194,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.1236,2.0935,0.0931,0.65,423.29,423.29,0,12.2,0,296.56,0,0,53.35,0,0,41.78,14.49,4.91,296.56
2195,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.1236,2.0935,0.0931,0.65,361.37,361.37,0,12.21,0,238.85,0,0,49.61,0,0,41.29,14.49,4.91,238.85
2196,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.1236,2.0935,0.0931,0.65,377.73,377.73,0,12.2,0,254.76,0,0,49.97,0,0,41.38,14.49,4.91,254.76
2197,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.1236,2.0935,0.0931,0.65,255.5,255.5,0,12.21,0,147.97,0,0,34.31,0,0,41.6,14.49,4.91,147.97
2198,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.1236,2.0935,0.0931,0.65,240.36,240.36,0,12.21,0,134.52,0,0,32.94,0,0,41.29,14.49,4.91,134.52
2199,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.1236,2.0935,0.0931,0.65,365.23,365.23,0,12.2,0,246.7,0,0,45.14,0,0,41.78,14.49,4.91,246.7
2200,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.1236,2.0935,0.0931,0.65,272.56,272.56,0,12.21,0,166.71,0,0,32.94,0,0,41.29,14.49,4.91,166.71
2201,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.1236,2.0935,0.0931,0.65,409.69,409.69,0,12.2,0,287.41,0,0,48.89,0,0,41.78,14.49,4.91,287.41
2202,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.1236,2.0935,0.0931,0.65,257.86,257.86,0,12.2,0,152.12,0,0,32.36,0,0,41.78,14.49,4.91,152.12
2203,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.0932,2.0935,0.0931,0.65,417.37,417.37,0,12.21,0,290.15,0,0,54.31,0,0,41.29,14.49,4.91,290.15
2204,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.0932,2.0935,0.0931,0.65,417.59,417.59,0,12.2,0,291.45,0,0,52.75,0,0,41.78,14.49,4.91,291.45
2205,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.0932,2.0935,0.0931,0.65,356.37,356.37,0,12.21,0,234.38,0,0,49.08,0,0,41.29,14.49,4.91,234.38
2206,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.0932,2.0935,0.0931,0.65,372.8,372.8,0,12.2,0,250.38,0,0,49.43,0,0,41.38,14.49,4.91,250.38
2207,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.0932,2.0935,0.0931,0.65,252.43,252.43,0,12.21,0,145.2,0,0,34.01,0,0,41.6,14.49,4.91,145.2
2208,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.0932,2.0935,0.0931,0.65,237.53,237.53,0,12.21,0,131.97,0,0,32.66,0,0,41.29,14.49,4.91,131.97
2209,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.0932,2.0935,0.0931,0.65,360.48,360.48,0,12.2,0,242.43,0,0,44.67,0,0,41.78,14.49,4.91,242.43
2210,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.0932,2.0935,0.0931,0.65,269.21,269.21,0,12.21,0,163.65,0,0,32.66,0,0,41.29,14.49,4.91,163.65
2211,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.0932,2.0935,0.0931,0.65,404.23,404.23,0,12.2,0,282.48,0,0,48.37,0,0,41.78,14.49,4.91,282.48
2212,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.0932,2.0935,0.0931,0.65,254.78,254.78,0,12.2,0,149.31,0,0,32.09,0,0,41.78,14.49,4.91,149.31
2213,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.3563,2.0935,0.07,0.65,461.06,461.06,0,12.21,0,328.83,0,0,59.33,0,0,41.29,14.49,4.91,328.83
2214,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.3563,2.0935,0.07,0.65,462.55,462.55,0,12.2,0,331.59,0,0,57.58,0,0,41.78,14.49,4.91,331.59
2215,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.3563,2.0935,0.07,0.65,395.36,395.36,0,12.21,0,269.02,0,0,53.44,0,0,41.29,14.49,4.91,269.02
2216,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.3563,2.0935,0.07,0.65,412.32,412.32,0,12.2,0,285.5,0,0,53.84,0,0,41.38,14.49,4.91,285.5
2217,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.3563,2.0935,0.07,0.65,277.61,277.61,0,12.21,0,167.91,0,0,36.48,0,0,41.6,14.49,4.91,167.91
2218,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.3563,2.0935,0.07,0.65,260.71,260.71,0,12.21,0,152.84,0,0,34.96,0,0,41.29,14.49,4.91,152.84
2219,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.3563,2.0935,0.07,0.65,398.66,398.66,0,12.2,0,276.79,0,0,48.49,0,0,41.78,14.49,4.91,276.79
2220,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.3563,2.0935,0.07,0.65,296.5,296.5,0,12.21,0,188.64,0,0,34.96,0,0,41.29,14.49,4.91,188.64
2221,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.3563,2.0935,0.07,0.65,447.54,447.54,0,12.2,0,321.52,0,0,52.64,0,0,41.78,14.49,4.91,321.52
2222,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.3563,2.0935,0.07,0.65,280.4,280.4,0,12.2,0,172.7,0,0,34.32,0,0,41.78,14.49,4.91,172.7
2223,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.2687,2.0935,0.07,0.65,445.84,445.84,0,12.21,0,315.36,0,0,57.57,0,0,41.29,14.49,4.91,315.36
2224,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.2687,2.0935,0.07,0.65,446.79,446.79,0,12.2,0,317.52,0,0,55.89,0,0,41.78,14.49,4.91,317.52
2225,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.2687,2.0935,0.07,0.65,381.94,381.94,0,12.21,0,257.13,0,0,51.91,0,0,41.29,14.49,4.91,257.13
2226,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.2687,2.0935,0.07,0.65,398.61,398.61,0,12.2,0,273.33,0,0,52.29,0,0,41.38,14.49,4.91,273.33
2227,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.2687,2.0935,0.07,0.65,268.69,268.69,0,12.21,0,159.86,0,0,35.61,0,0,41.6,14.49,4.91,159.86
2228,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.2687,2.0935,0.07,0.65,252.54,252.54,0,12.21,0,145.48,0,0,34.15,0,0,41.29,14.49,4.91,145.48
2229,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.2687,2.0935,0.07,0.65,385.28,385.28,0,12.2,0,264.75,0,0,47.15,0,0,41.78,14.49,4.91,264.75
2230,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.2687,2.0935,0.07,0.65,286.89,286.89,0,12.21,0,179.84,0,0,34.15,0,0,41.29,14.49,4.91,179.84
2231,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.2687,2.0935,0.07,0.65,432.48,432.48,0,12.2,0,307.96,0,0,51.14,0,0,41.78,14.49,4.91,307.96
2232,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.2687,2.0935,0.07,0.65,271.36,271.36,0,12.2,0,164.45,0,0,33.53,0,0,41.78,14.49,4.91,164.45
2233,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.2024,2.0935,0.07,0.65,434.2,434.2,0,12.21,0,305.07,0,0,56.23,0,0,41.29,14.49,4.91,305.07
2234,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.2024,2.0935,0.07,0.65,434.94,434.94,0,12.2,0,306.96,0,0,54.6,0,0,41.78,14.49,4.91,306.96
2235,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.2024,2.0935,0.07,0.65,371.45,371.45,0,12.21,0,247.8,0,0,50.74,0,0,41.29,14.49,4.91,247.8
2236,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.2024,2.0935,0.07,0.65,388.09,388.09,0,12.2,0,263.98,0,0,51.12,0,0,41.38,14.49,4.91,263.98
2237,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.2024,2.0935,0.07,0.65,262,262,0,12.21,0,153.83,0,0,34.95,0,0,41.6,14.49,4.91,153.83
2238,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.2024,2.0935,0.07,0.65,246.38,246.38,0,12.21,0,139.94,0,0,33.54,0,0,41.29,14.49,4.91,139.94
2239,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.2024,2.0935,0.07,0.65,375.21,375.21,0,12.2,0,255.7,0,0,46.13,0,0,41.78,14.49,4.91,255.7
2240,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.2024,2.0935,0.07,0.65,279.63,279.63,0,12.21,0,173.19,0,0,33.54,0,0,41.29,14.49,4.91,173.19
2241,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.2024,2.0935,0.07,0.65,421.04,421.04,0,12.2,0,297.66,0,0,50,0,0,41.78,14.49,4.91,297.66
2242,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.2024,2.0935,0.07,0.65,264.55,264.55,0,12.2,0,158.22,0,0,32.94,0,0,41.78,14.49,4.91,158.22
2243,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.1835,2.0935,0.07,0.65,430.63,430.63,0,12.21,0,301.88,0,0,55.85,0,0,41.29,14.49,4.91,301.88
2244,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.1835,2.0935,0.07,0.65,431.49,431.49,0,12.2,0,303.88,0,0,54.23,0,0,41.78,14.49,4.91,303.88
2245,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.1835,2.0935,0.07,0.65,368.43,368.43,0,12.21,0,245.12,0,0,50.41,0,0,41.29,14.49,4.91,245.12
2246,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.1835,2.0935,0.07,0.65,385.08,385.08,0,12.2,0,261.31,0,0,50.78,0,0,41.38,14.49,4.91,261.31
2247,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.1835,2.0935,0.07,0.65,260.1,260.1,0,12.21,0,152.12,0,0,34.76,0,0,41.6,14.49,4.91,152.12
2248,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.1835,2.0935,0.07,0.65,244.63,244.63,0,12.21,0,138.36,0,0,33.36,0,0,41.29,14.49,4.91,138.36
2249,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.1835,2.0935,0.07,0.65,372.26,372.26,0,12.2,0,253.04,0,0,45.84,0,0,41.78,14.49,4.91,253.04
2250,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.1835,2.0935,0.07,0.65,277.52,277.52,0,12.21,0,171.25,0,0,33.36,0,0,41.29,14.49,4.91,171.25
2251,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.1835,2.0935,0.07,0.65,417.67,417.67,0,12.2,0,294.62,0,0,49.68,0,0,41.78,14.49,4.91,294.62
2252,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.1835,2.0935,0.07,0.65,262.58,262.58,0,12.2,0,156.43,0,0,32.77,0,0,41.78,14.49,4.91,156.43
2253,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Fort.McMurray.719320_CWEC.epw,6288,163,0.0039,70.50,0.1572,2.0935,0.07,0.65,426.13,426.13,0,12.21,0,297.91,0,0,55.31,0,0,41.29,14.49,4.91,297.91
2254,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Grande.Prairie.719400_CWEC.epw,5977,106,0.0039,69.40,0.1572,2.0935,0.07,0.65,426.64,426.64,0,12.2,0,299.54,0,0,53.72,0,0,41.78,14.49,4.91,299.54
2255,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Lethbridge.712430_CWEC.epw,4566,263,0.0041,57.70,0.1572,2.0935,0.07,0.65,364.41,364.41,0,12.21,0,241.56,0,0,49.95,0,0,41.29,14.49,4.91,241.56
2256,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_AB_Medicine.Hat.718720_CWEC.epw,4804,325,0.0042,61.80,0.1572,2.0935,0.07,0.65,380.87,380.87,0,12.2,0,257.57,0,0,50.31,0,0,41.38,14.49,4.91,257.57
2257,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Abbotsford.711080_CWEC.epw,3244,142,0.0060,77.40,0.1572,2.0935,0.07,0.65,257.44,257.44,0,12.21,0,149.73,0,0,34.5,0,0,41.6,14.49,4.91,149.73
2258,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Comox.718930_CWEC.epw,3227,81,0.0058,77.40,0.1572,2.0935,0.07,0.65,242.2,242.2,0,12.21,0,136.18,0,0,33.12,0,0,41.29,14.49,4.91,136.18
2259,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Cranbrook.718800_CWEC.epw,4747,220,0.0044,64.20,0.1572,2.0935,0.07,0.65,368.28,368.28,0,12.2,0,249.46,0,0,45.43,0,0,41.78,14.49,4.91,249.46
2260,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Port.Hardy.711090_CWEC.epw,3715,3,0.0057,85.00,0.1572,2.0935,0.07,0.65,274.62,274.62,0,12.21,0,168.6,0,0,33.12,0,0,41.29,14.49,4.91,168.6
2261,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Prince.George.718960_CWEC.epw,5140,85,0.0045,73.00,0.1572,2.0935,0.07,0.65,412.98,412.98,0,12.2,0,290.38,0,0,49.22,0,0,41.78,14.49,4.91,290.38
2262,4 Electric AHU Heat Electric Cool None Vent CV.asp,1140,2678,394,1175,CAN_BC_Sandspit.711010_CWEC.epw,3644,2,0.0057,82.50,0.1572,2.0935,0.07,0.65,259.87,259.87,0,12.2,0,153.96,0,0,32.53,0,0,41.78,14.49,4.91,153.96
